Role,RoleCMDLet,Parameters
"Monitoring","Test-IPAllowListProvider","Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;IPAddress;OutBuffer;OutVariable;Server;Verbose;WarningAction;WarningVariable;WhatIf"
"Monitoring","Test-FederationTrust","Confirm;WhatIf"
"Monitoring","Test-ExchangeSearch","Archive;Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;IndexingTimeoutInSeconds;MailboxDatabase;MonitoringContext;OutBuffer;OutVariable;Server;Verbose;WarningAction;WarningVariable;WhatIf"
"Monitoring","Test-EdgeSynchronization","Confirm;Debug;DomainController;ErrorAction;ErrorVariable;ExcludeRecipientTest;FullCompareMode;MaxReportSize;MonitoringContext;OutBuffer;OutVariable;TargetServer;Verbose;VerifyRecipient;WarningAction;WarningVariable;WhatIf"
"Monitoring","Test-EcpConnectivity","ClientAccessServer;Confirm;Debug;DomainController;ErrorAction;ErrorVariable;LightMode;MailboxServer;MonitoringContext;OutBuffer;OutVariable;ResetTestAccountCredentials;RSTEndPoint;TestType;Timeout;TrustAnySSLCertificate;Verbose;VirtualDirectoryName;WarningAction;WarningVariable;WhatIf"
"Monitoring","Test-CalendarConnectivity","ClientAccessServer;Confirm;Debug;DomainController;ErrorAction;ErrorVariable;LightMode;MailboxServer;MonitoringContext;OutBuffer;OutVariable;ResetTestAccountCredentials;TestType;Timeout;TrustAnySSLCertificate;Verbose;VirtualDirectoryName;WarningAction;WarningVariable;WhatIf"
"Monitoring","Test-ActiveSyncConnectivity","AllowUnsecureAccess;ClientAccessServer;Confirm;Debug;DomainController;ErrorAction;ErrorVariable;LightMode;MailboxCredential;MailboxServer;MonitoringContext;MonitoringInstance;OutBuffer;OutVariable;ResetTestAccountCredentials;Timeout;TrustAnySSLCertificate;URL;UseAutodiscoverForClientAccessServer;Verbose;WarningAction;WarningVariable;WhatIf"
"Monitoring","Set-AvailabilityReportOutage","Comment;Confirm;Debug;DowntimeMinutes;ErrorAction;ErrorVariable;Force;Identity;OutBuffer;OutVariable;ReportDate;ReportingDatabase;ReportingServer;ResetToOriginal;Verbose;WarningAction;WarningVariable;WhatIf"
"Monitoring","Set-ADServerSettings","ConfigurationDomainController;Confirm;Debug;ErrorAction;ErrorVariable;OutBuffer;OutVariable;PreferredGlobalCatalog;PreferredServer;RecipientViewRoot;RunspaceServerSettings;SetPreferredDomainControllers;Verbose;ViewEntireForest;WarningAction;WarningVariable;WhatIf"
"Monitoring","Remove-AvailabilityReportOutage","Confirm;Debug;ErrorAction;ErrorVariable;Force;OutBuffer;OutVariable;ReportDate;ReportingDatabase;ReportingServer;SiteName;Verbose;WarningAction;WarningVariable;WhatIf"
"Monitoring","New-AvailabilityReportOutage","Comment;Confirm;Debug;DowntimeMinutes;ErrorAction;ErrorVariable;Force;OutBuffer;OutVariable;ReportDate;ReportingDatabase;ReportingServer;SiteName;Verbose;WarningAction;WarningVariable;WhatIf"
"Monitoring","Get-UMIPGateway","Debug;DomainController;ErrorAction;ErrorVariable;Identity;IncludeSimulator;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"Monitoring","Get-UMDialPlan","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"Monitoring","Get-ExchangeServer","Debug;Domain;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Status;Verbose;WarningAction;WarningVariable"
"Monitoring","Get-DomainController","Credential;Debug;DomainName;ErrorAction;ErrorVariable;Forest;GlobalCatalog;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"Monitoring","Get-ClientAccessServer","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"Monitoring","Get-AvailabilityReportOutage","Debug;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;ReportDate;ReportingDatabase;ReportingServer;Verbose;WarningAction;WarningVariable"
"Monitoring","Export-ActiveSyncLog","Confirm;Debug;EndDate;ErrorAction;ErrorVariable;Filename;Force;OutBuffer;OutputPath;OutputPrefix;OutVariable;StartDate;UseGMT;Verbose;WarningAction;WarningVariable;WhatIf"
"Remote and Accepted Domains","Set-AcceptedDomain","AddressBookEnabled;Confirm;Debug;DomainController;DomainType;ErrorAction;ErrorVariable;Identity;MakeDefault;MatchSubDomains;Name;OutBuffer;OutVariable;PendingCompletion;PendingRemoval;Verbose;WarningAction;WarningVariable;WhatIf"
"Remote and Accepted Domains","Set-RemoteDomain","AllowedOOFType;AutoForwardEnabled;AutoReplyEnabled;ByteEncoderTypeFor7BitCharsets;CharacterSet;Confirm;ContentType;Debug;DeliveryReportEnabled;DisplaySenderName;DomainController;ErrorAction;ErrorVariable;Identity;IsCoexistenceDomain;IsInternal;LineWrapSize;MeetingForwardNotificationEnabled;MessageCountThreshold;Name;NDRDiagnosticInfoEnabled;NDREnabled;NonMimeCharacterSet;OutBuffer;OutVariable;PreferredInternetCodePageForShiftJis;RequiredCharsetCoverage;TargetDeliveryDomain;TNEFEnabled;TrustedMailInboundEnabled;TrustedMailOutboundEnabled;UseSimpleDisplayName;Verbose;WarningAction;WarningVariable;WhatIf"
"Remote and Accepted Domains","Set-OrganizationConfig","ByteEncoderTypeFor7BitCharsets;PreferredInternetCodePageForShiftJis;RequiredCharsetCoverage"
"Remote and Accepted Domains","Write-AdminAuditLog","Comment;Confirm;Debug;DomainController;ErrorAction;ErrorVariable;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf"
"Remote and Accepted Domains","Set-X400AuthoritativeDomain","Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;Name;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf;X400DomainName;X400ExternalRelay"
"Remote and Accepted Domains","Remove-X400AuthoritativeDomain","Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf"
"Remote and Accepted Domains","Remove-RemoteDomain","Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf"
"Remote and Accepted Domains","Remove-AcceptedDomain","Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf"
"Remote and Accepted Domains","New-X400AuthoritativeDomain","Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Name;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf;X400DomainName;X400ExternalRelay"
"Remote and Accepted Domains","New-RemoteDomain","Confirm;Debug;DomainController;DomainName;ErrorAction;ErrorVariable;Name;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf"
"Remote and Accepted Domains","New-AcceptedDomain","Confirm;Debug;DomainController;DomainName;DomainType;ErrorAction;ErrorVariable;Name;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf"
"Remote and Accepted Domains","Get-X400AuthoritativeDomain","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"Remote and Accepted Domains","Get-RemoteDomain","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"Remote and Accepted Domains","Get-DomainController","Credential;Debug;DomainName;ErrorAction;ErrorVariable;Forest;GlobalCatalog;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"Remote and Accepted Domains","Get-AcceptedDomain","Debug;DomainController;ErrorAction;ErrorVariable;Identity;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable"
"ExchangeCrossServiceIntegration","Get-EligibleDistributionGroupForMigration","Debug;ErrorAction;ErrorVariable;Identity;ManagedBy;Organization;OrganizationalUnit;OutBuffer;OutVariable;ResultSize;Verbose;WarningAction;WarningVariable"
"ExchangeCrossServiceIntegration","Get-Recipient","AccountPartition;Anr;AuthenticationType;BookmarkDisplayName;Capabilities;Credential;Database;Debug;DomainController;ErrorAction;ErrorVariable;Filter;Identity;IgnoreDefaultScope;IncludeBookmarkObject;IncludeSoftDeletedRecipients;Organization;OrganizationalUnit;OutBuffer;OutVariable;Properties;PropertySet;ReadFromDomainController;RecipientPreviewFilter;RecipientType;RecipientTypeDetails;ResultSize;SortBy;Verbose;WarningAction;WarningVariable"
"ExchangeCrossServiceIntegration","Get-SweepRule","BypassScopeCheck"
"ExchangeCrossServiceIntegration","Get-InboxRule","BypassScopeCheck"
"ExchangeCrossServiceIntegration","New-DistributionGroup","Alias;ArbitrationMailbox;BypassNestedModerationEnabled;Confirm;CopyOwnerToMember;Debug;DisplayName;DomainController;ErrorAction;ErrorVariable;ExternalDirectoryObjectId;IgnoreNamingPolicy;ManagedBy;MemberDepartRestriction;MemberJoinRestriction;Members;ModeratedBy;ModerationEnabled;Name;Notes;Organization;OrganizationalUnit;OutBuffer;OutVariable;OverrideRecipientQuotas;PrimarySmtpAddress;RequireSenderAuthenticationEnabled;RoomList;SamAccountName;SendModerationNotifications;Type;Verbose;WarningAction;WarningVariable;WhatIf"
"ExchangeCrossServiceIntegration","Remove-MailUser","Confirm;Debug;DomainController;ErrorAction;ErrorVariable;ForReconciliation;Identity;IgnoreDefaultScope;IgnoreLegalHold;KeepWindowsLiveID;OutBuffer;OutVariable;Permanent;PermanentlyDelete;Verbose;WarningAction;WarningVariable;WhatIf"
"ExchangeCrossServiceIntegration","Set-GroupMailbox","AddedMembers;AddOwners;AutoSubscribeNewGroupMembers;ConfigurationActions;Confirm;Debug;Description;DisplayName;DomainController;EmailAddresses;ErrorAction;ErrorVariable;ExecutingUser;ExternalDirectoryObjectId;Force;ForcePublishExternalResources;FromSyncClient;Identity;IncludeSoftDeletedObjects;Language;Name;OutBuffer;OutVariable;Owners;PermissionsVersion;PrimarySmtpAddress;RecipientIdType;RemovedMembers;RemoveOwners;RequireSenderAuthenticationEnabled;SharePointResources;SharePointUrl;SwitchToGroupType;Verbose;WarningAction;WarningVariable;WhatIf;YammerGroupEmailAddress"
"ExchangeCrossServiceIntegration","Remove-SyncUnifiedGroup","Confirm;Debug;DomainController;ErrorAction;ErrorVariable;Force;ForReconciliation;Identity;OutBuffer;OutVariable;Permanent;RecipientIdType;Verbose;WarningAction;WarningVariable"
"ExchangeCrossServiceIntegration","Set-MailUser","AcceptMessagesOnlyFrom;AcceptMessagesOnlyFromDLMembers;AcceptMessagesOnlyFromSendersOrMembers;AddOnSKUCapability;Alias;ArbitrationMailbox;ArchiveGuid;ArchiveName;ArchiveQuota;ArchiveWarningQuota;BypassLiveId;BypassModerationFromSendersOrMembers;CalendarVersionStoreDisabled;Confirm;CreateDTMFMap;CustomAttribute1;CustomAttribute10;CustomAttribute11;CustomAttribute12;CustomAttribute13;CustomAttribute14;CustomAttribute15;CustomAttribute2;CustomAttribute3;CustomAttribute4;CustomAttribute5;CustomAttribute6;CustomAttribute7;CustomAttribute8;CustomAttribute9;Debug;DisplayName;DomainController;EmailAddresses;EmailAddressPolicyEnabled;EndDateForRetentionHold;ErrorAction;ErrorVariable;ExchangeGuid;ExtensionCustomAttribute1;ExtensionCustomAttribute2;ExtensionCustomAttribute3;ExtensionCustomAttribute4;ExtensionCustomAttribute5;ExternalEmailAddress;FederatedIdentity;ForceUpgrade;GrantSendOnBehalfTo;HiddenFromAddressListsEnabled;Identity;IgnoreDefaultScope;ImmutableId;IssueWarningQuota;JournalArchiveAddress;LitigationHoldDate;LitigationHoldEnabled;LitigationHoldOwner;MacAttachmentFormat;MailTip;MailTipTranslations;MaxReceiveSize;MaxSendSize;MessageBodyFormat;MessageFormat;MicrosoftOnlineServicesID;ModeratedBy;ModerationEnabled;Name;NetID;OutBuffer;OutVariable;Password;PrimarySmtpAddress;ProhibitSendQuota;ProhibitSendReceiveQuota;RecipientLimits;RecoverableItemsQuota;RecoverableItemsWarningQuota;RejectMessagesFrom;RejectMessagesFromDLMembers;RejectMessagesFromSendersOrMembers;RemovePicture;RemoveSpokenName;RequireSenderAuthenticationEnabled;ResetPasswordOnNextLogon;RetainDeletedItemsFor;RetentionComment;RetentionHoldEnabled;RetentionUrl;SamAccountName;SecondaryAddress;SecondaryDialPlan;SendModerationNotifications;SimpleDisplayName;SingleItemRecoveryEnabled;SKUAssigned;SKUCapability;StartDateForRetentionHold;UMDtmfMap;UsageLocation;UseMapiRichTextFormat;UsePreferMessageFormat;UserPrincipalName;Verbose;WarningAction;WarningVariable;WhatIf;WindowsEmailAddress;WindowsLiveID"
"ExchangeCrossServiceIntegration","Set-SyncUnifiedGroup","AccessType;AddManagedBy;AddMembers;AdministrativeUnits;Confirm;Debug;DisplayName;EmailAddresses;ErrorAction;ErrorVariable;FromSyncClient;Identity;IncludeSoftDeletedObjects;Notes;OutBuffer;OutVariable;RecipientIdType;RemoveManagedBy;RemoveMembers;SharePointResources;Verbose;WarningAction;WarningVariable;WhatIf"
"ExchangeCrossServiceIntegration","SyncUnifiedGroup",""
"ExchangeCrossServiceIntegration","StartSearchSession",""
"ExchangeCrossServiceIntegration","SetShardRelevancyData",""
"ExchangeCrossServiceIntegration","PostUnifiedGroupItem",""
"ExchangeCrossServiceIntegration","Get-Mailbox","GroupMailbox"
"ExchangeCrossServiceIntegration","Get-MailboxFolderPermission","GroupMailbox"
"ExchangeCrossServiceIntegration","Notifications_Write",""
"ExchangeCrossServiceIntegration","MarkSocialActivityNotificationsAsSeen",""
"ExchangeCrossServiceIntegration","LikeItem",""
"ExchangeCrossServiceIntegration","GetSocialActivityNotifications",""
"ExchangeCrossServiceIntegration","GetShardRelevancyScore",""
"ExchangeCrossServiceIntegration","GetShardRelevancyData",""
"ExchangeCrossServiceIntegration","GetSearchSuggestions",""
"ExchangeCrossServiceIntegration","GetSearchResults",""
"ExchangeCrossServiceIntegration","ExecuteSearch",""
"ExchangeCrossServiceIntegration","EndSearchSession",""
"ExchangeCrossServiceIntegration","New-SyncUnifiedGroup","AdministrativeUnits;Alias;Confirm;Debug;DisplayName;DomainController;EmailAddresses;ErrorAction;ErrorVariable;ExecutingUser;ExternalDirectoryObjectId;ManagedBy;Name;Notes;Organization;OutBuffer;OutVariable;ValidationOrganization;Verbose;WarningAction;WarningVariable;WhatIf"
"ExchangeCrossServiceIntegration","DeleteSearchSuggestion",""
"ExchangeCrossServiceIntegration","PostModernGroupItem",""
"ExchangeCrossServiceIntegration","PerformInstantSearch",""
"ExchangeCrossServiceIntegration","EndInstantSearchSession",""
"ExchangeCrossServiceIntegration","Set-MailContact","AcceptMessagesOnlyFrom;AcceptMessagesOnlyFromDLMembers;AcceptMessagesOnlyFromSendersOrMembers;Alias;ArbitrationMailbox;BypassModerationFromSendersOrMembers;Confirm;CreateDTMFMap;CustomAttribute1;CustomAttribute10;CustomAttribute11;CustomAttribute12;CustomAttribute13;CustomAttribute14;CustomAttribute15;CustomAttribute2;CustomAttribute3;CustomAttribute4;CustomAttribute5;CustomAttribute6;CustomAttribute7;CustomAttribute8;CustomAttribute9;Debug;DisplayName;DomainController;EmailAddresses;EmailAddressPolicyEnabled;ErrorAction;ErrorVariable;ExtensionCustomAttribute1;ExtensionCustomAttribute2;ExtensionCustomAttribute3;ExtensionCustomAttribute4;ExtensionCustomAttribute5;ExternalEmailAddress;ForceUpgrade;GenerateExternalDirectoryObjectId;GrantSendOnBehalfTo;HiddenFromAddressListsEnabled;Identity;IgnoreDefaultScope;MacAttachmentFormat;MailTip;MailTipTranslations;MaxReceiveSize;MaxRecipientPerMessage;MaxSendSize;MessageBodyFormat;MessageFormat;ModeratedBy;ModerationEnabled;Name;OutBuffer;OutVariable;PrimarySmtpAddress;RejectMessagesFrom;RejectMessagesFromDLMembers;RejectMessagesFromSendersOrMembers;RemovePicture;RemoveSpokenName;RequireSenderAuthenticationEnabled;SecondaryAddress;SecondaryDialPlan;SendModerationNotifications;SimpleDisplayName;UMDtmfMap;UseMapiRichTextFormat;UsePreferMessageFormat;Verbose;WarningAction;WarningVariable;WhatIf;WindowsEmailAddress"
"ExchangeCrossServiceIntegration","Set-Group","BypassSecurityGroupManagerCheck;Confirm;Debug;DisplayName;DomainController;ErrorAction;ErrorVariable;Identity;IgnoreDefaultScope;IsHierarchicalGroup;ManagedBy;Name;Notes;OutBuffer;OutVariable;PhoneticDisplayName;SeniorityIndex;SimpleDisplayName;Universal;Verbose;WarningAction;WarningVariable;WhatIf;WindowsEmailAddress"
"ExchangeCrossServiceIntegration","Set-DistributionGroup","AcceptMessagesOnlyFrom;AcceptMessagesOnlyFromDLMembers;AcceptMessagesOnlyFromSendersOrMembers;Alias;ArbitrationMailbox;BypassModerationFromSendersOrMembers;BypassNestedModerationEnabled;BypassSecurityGroupManagerCheck;Confirm;CreateDTMFMap;CustomAttribute1;CustomAttribute10;CustomAttribute11;CustomAttribute12;CustomAttribute13;CustomAttribute14;CustomAttribute15;CustomAttribute2;CustomAttribute3;CustomAttribute4;CustomAttribute5;CustomAttribute6;CustomAttribute7;CustomAttribute8;CustomAttribute9;Debug;DisplayName;DomainController;EmailAddresses;EmailAddressPolicyEnabled;ErrorAction;ErrorVariable;ExpansionServer;ExtensionCustomAttribute1;ExtensionCustomAttribute2;ExtensionCustomAttribute3;ExtensionCustomAttribute4;ExtensionCustomAttribute5;ForceUpgrade;GenerateExternalDirectoryObjectId;GrantSendOnBehalfTo;HiddenFromAddressListsEnabled;Identity;IgnoreDefaultScope;IgnoreNamingPolicy;MailTip;MailTipTranslations;ManagedBy;MaxReceiveSize;MaxSendSize;MemberDepartRestriction;MemberJoinRestriction;ModeratedBy;ModerationEnabled;Name;OutBuffer;OutVariable;PrimarySmtpAddress;RejectMessagesFrom;RejectMessagesFromDLMembers;RejectMessagesFromSendersOrMembers;ReportToManagerEnabled;ReportToOriginatorEnabled;RequireSenderAuthenticationEnabled;RoomList;SamAccountName;SendModerationNotifications;SendOofMessageToOriginatorEnabled;SimpleDisplayName;UMDtmfMap;Verbose;WarningAction;WarningVariable;WhatIf;WindowsEmailAddress"
"ExchangeCrossServiceIntegration","Set-Contact","AllowUMCallsFromNonUsers;AssistantName;City;Company;Confirm;CountryOrRegion;CreateDTMFMap;Debug;Department;DisplayName;DomainController;ErrorAction;ErrorVariable;Fax;FirstName;GeoCoordinates;HomePhone;Identity;IgnoreDefaultScope;Initials;LastName;Manager;MobilePhone;Name;Notes;Office;OtherFax;OtherHomePhone;OtherTelephone;OutBuffer;OutVariable;Pager;Phone;PhoneticDisplayName;PostalCode;PostOfficeBox;SeniorityIndex;SimpleDisplayName;StateOrProvince;StreetAddress;TelephoneAssistant;Title;UMCallingLineIds;UMDtmfMap;Verbose;WarningAction;WarningVariable;WebPage;WhatIf;WindowsEmailAddress"
"ExchangeCrossServiceIntegration","Remove-MailContact","Confirm;Debug;DomainController;ErrorAction;ErrorVariable;ForReconciliation;Identity;IgnoreDefaultScope;OutBuffer;OutVariable;Verbose;WarningAction;WarningVariable;WhatIf"
"ExchangeCrossServiceIntegration","Remove-GroupMailbox","Confirm;Debug;DomainController;ErrorAction;ErrorVariable;ExecutingUser;Force;ForReconciliation;FromSyncClient;Identity;OutBuffer;OutVariable;Permanent;RecipientIdType;Verbose;WarningAction;WarningVariable;WhatIf"
